0,80,-80,0,0,0,6.5,0,0,0
0,78.5,-77,0,0,0,9.75,0,0,0
0,77,-74,0,0,0,13,0,0,0
0,75.5,-71,0,0,0,15.5,0,0,0
0,74,-68,0,0,0,18.5,0,0,0
0,72.5,-65,0,0,0,21.75,0,0,0
0,71,-62,0,0,0,25,0,0,0
0,69.5,-59,0,0,0,28.25,-6.5,0,0
0,68,-56,0,0,0,31.5,-9.75,0,0
0,66.5,-53,0,0,0,34.75,-13,0,0
0,65,-50,0,0,0,38,-15.5,0,0
0,64.5,-47,0,0,0,41.25,-18.5,0,0
0,62,-44,0,0,0,44.5,-21.75,0,0
0,64.5,-47,0,0,0,41.25,-18.5,0,0
0,65,-50,0,0,0,38,-15.5,0,0
0,66.5,-53,0,0,0,34.75,-13,0,0
0,68,-56,0,0,0,31.5,-9.75,0,0
0,69.5,-59,0,0,0,28.25,-6.5,0,0
0,71,-62,0,0,0,25,0,0,0
0,72.5,-65,0,0,0,21.75,0,0,0
0,74,-68,0,0,0,18.5,0,0,0
0,75.5,-71,0,0,0,15.5,0,0,0
0,77,-74,0,0,0,13,0,0,0
0,78.5,-77,0,0,0,9.75,0,0,0
0,80,-80,0,0,0,6.5,0,0,0
