0,80,-90,0,0,-5,0,0,0,0
0,80,-85,0,0,-7,0,0,0,0
0,80,-76,0,0,-10,0,0,0,0
0,80,-56,0,0,-10,0,0,0,0
0,80,-46,0,0,-10,0,0,0,0
0,80,-36,0,0,-15,0,0,0,0
0,80,-26,0,0,-16,0,0,0,0
0,80,-14,0,0,-18,0,0,0,0
0,80,-3,0,0,-17,0,0,0,0
0,80,5,0,0,0,-15,0,0,0
0,80,-10,0,0,0,-10,0,0,0
0,80,-18,0,0,0,-5,0,0,0
0,80,-25,0,0,0,0,0,0,0
0,80,-32,0,0,0,0,0,0,0
0,80,-40,0,0,0,0,0,0,0
0,80,-50,0,0,0,0,0,0,0
0,80,-60,0,0,0,0,0,0,0
0,80,-70,0,0,0,0,0,0,0
0,80,-80,0,0,0,0,0,0,0
0,80,-80,0,0,0,0,0,0,0
0,80,-90,0,0,0,0,0,0,0
